Absolmsia spartioides
Phyllanthera grayi
Phyllis nobla
Phyllomelia coronata
Phyllopentas concinna
Phyllopentas elata
Phyllopentas mussaendoides
Phyllopentas schimperiana
Phyllopentas schumanniana
Phyllopentas tenuis
Phyllopentas ulugurica
Phylohydrax carnosa
Phylohydrax madagascariensis
Piaranthus barrydalensis
Piaranthus comptus
Piaranthus decipiens
Piaranthus framesii
Piaranthus geminatus
Picardaea cubensis
Picardaea haitiensis
Picralima nitida
Pinarophyllon bullatum
Pinckneya bracteata
Pinckneya pubens
Pinckneya pubescens
Pinochia corymbosa
Pittoniotis trichantha
Placopoda virgata
Platycarpum acreanum
Plectaneia stenophylla
Plectaneia thouarsii
Pleiocarpa mutica
Pleiocarpa pycnantha
Pleiocarpa rostrata
Pleiocarpidia enneandra
Pleiocarpidia kinabaluensis
Pleioceras barteri
Pleiocraterium verticillare
Pleurostelma cernuum
Plocama aucheri
Plocama brevifolia
Plocama calabrica
Plocama crocyllis
Plocama eriantha
Plocama hymenostephana
Plocama olivieri
Plocama pendula
Plocama tinctoria
Plocama yemenensis
Plocaniophyllon flavum
Plumeria alba
Plumeria cubensis
Plumeria inodora
Plumeria obtusa
Plumeria rubra
Poecilocalyx crystallinus
Poecilocalyx schumannii
Poecilocalyx stipulosa
Pogonolobus reticulatus
Pogonopus exsertus
Pogonopus speciosus
Pogonopus tubulosus
Polysphaeria aethiopica
Polysphaeria lanceolata
Polysphaeria macrophylla
Polysphaeria parvifolia
Pomax umbellata
Porterandia crosbyi
Portlandia albiflora
Portlandia coccinea
Portlandia grandiflora
Portlandia harrisii
Portlandia microsepala
Portlandia platantha
Portlandia proctorii
Posoqueria coriacea
Posoqueria gracilis
Posoqueria latifolia
Posoqueria longiflora
Potalia amara
Potalia elegans
Potalia maguireorum
Potalia resinifera
Pottsia laxiflora
Pouchetia africana
Pouchetia baumanniana
Pouchetia gilletii
Praravinia densiflora
Praravinia suberosa
Praravinia verruculosa
Pravinaria leucocarpa
Prepusa montana
Prestonia coalita
Prestonia lagoensis
Prestonia mexicana
Prestonia mollis
Prestonia portobellensis
Prestonia quinquangularis
Prestonia riedelii
Prestonia robusta
Prestonia tomentosa
Preussiodora sulphurea
Prismatomeris albidiflora
Prismatomeris beccariana
Prismatomeris filamentosa
Prismatomeris griffithii
Prismatomeris labordei
Prismatomeris tetrandra
Psathura terniflora
Pseudocinchona mayumbensis
Pseudocinchona pachyceras
Pseudolithos caput-viperae
Pseudolithos migiurtinus
Pseudomussaenda flava
Pseudomussaenda rivularis
Pseudomussaenda stenocarpa
Pseudopeponidium ampijoroense
Pseudopeponidium asosa
Pseudopeponidium ixorifolium
Pseudopeponidium longiflorum
Pseudopeponidium oleifolium
Pseudosabicea arborea
Pseudosabicea aurifodinae
Pseudosabicea batesii
Pseudosabicea becquetii
Pseudosabicea floribunda
Pseudosabicea medusula
Pseudosabicea mildbraedii
Pseudosabicea mitisphaera
Pseudosabicea nobilis
Pseudosabicea proselyta
Pseudosabicea segregata
Psilanthus bababudanii
Psilanthus bengalensis
Psilanthus brassii
Psilanthus bridsoniae
Psilanthus ebracteolatus
Psilanthus lebrunianus
Psilanthus leroyi
Psilanthus mannii
Psilanthus melanocarpus
Psilanthus merguensis
Psilanthus sapinii
Psilanthus semsei
Psilanthus travancorensis
Psilanthus wightianus
Psychotria acuminata
Psychotria aguilarii
Psychotria albicaulis
Psychotria allenii
Psychotria alsophila
Psychotria amboniana
Psychotria amita
Psychotria ammericola
Psychotria amoena
Psychotria anceps
Psychotria aneityensis
Psychotria anetoclada
Psychotria ankasensis
Psychotria arborea
Psychotria archboldiana
Psychotria asiatica
Psychotria astrellantha
Psychotria aubletiana
Psychotria auxopoda
Psychotria avilensis
Psychotria bacteriophila
Psychotria bahiensis
Psychotria baillonii
Psychotria bakossiensis
Psychotria baladensis
Psychotria barbiflora
Psychotria berteriana
Psychotria berteroana
Psychotria biaurita
Psychotria bifaria
Psychotria bimbiensis
Psychotria boninensis
Psychotria boquetensis
Psychotria borjensis
Psychotria borucana
Psychotria brachiata
Psychotria brachyantha
Psychotria brachyanthoides
Psychotria brachybotrya
Psychotria brachyceras
Psychotria brachylaena
Psychotria brackenridgei
Psychotria bracteocardia
Psychotria brasiliensis
Psychotria bremekampiana
Psychotria brevicalyx
Psychotria brevicaulis
Psychotria brevipuberula
Psychotria brieyi
Psychotria brownei
Psychotria buchtienii
Psychotria butayei
Psychotria cadigensis
Psychotria caerulea
Psychotria calimensis
Psychotria calophylla
Psychotria calothyrsus
Psychotria calva
Psychotria camerunensis
Psychotria camptopus
Psychotria capensis
Psychotria capitata
Psychotria cardiochlamys
Psychotria carnea
Psychotria carthagenensis
Psychotria cascajalensis
Psychotria cenepensis
Psychotria chagrensis
Psychotria chiriquiensis
Psychotria chitariana
Psychotria chrysantha
Psychotria cinerea
Psychotria clivorum
Psychotria cocosensis
Psychotria coelospermum
Psychotria collina
Psychotria comperei
Psychotria comptonii
Psychotria confertiloba
Psychotria cooperi
Psychotria coptosperma
Psychotria cordobensis
Psychotria correae
Psychotria costivenia
Psychotria costularia
Psychotria cryptogrammata
Psychotria cupularis
Psychotria cuspidata
Psychotria cyanococca
Psychotria dallachiana
Psychotria daphnoides
Psychotria darwiniana
Psychotria declieuxioides
Psychotria decorifolia
Psychotria deflexa
Psychotria diguana
Psychotria djumaensis
Psychotria domingensis
Psychotria dorotheae
Psychotria durilancifolia
Psychotria dwyeri
Psychotria eggersii
Psychotria elata
Psychotria eminiana
Psychotria environmental
Psychotria erecta
Psychotria ernestii
Psychotria erythrocarpa
Psychotria exilis
Psychotria expansissima
Psychotria faguetii
Psychotria faucicola
Psychotria fauriei
Psychotria fendleri
Psychotria fernandopoensis
Psychotria ferreyrae
Psychotria ficigemma
Psychotria fitzalanii
Psychotria flava
Psychotria flaviflora
Psychotria fleuryana
Psychotria forsteriana
Psychotria fosteri
Psychotria frondosa
Psychotria fruticetorum
Psychotria furcata
Psychotria gabonica
Psychotria gabriellae
Psychotria galeottiana
Psychotria globiceps
Psychotria glomerulata
Psychotria gneissica
Psychotria goniocarpa
Psychotria gracilenta
Psychotria graciliflora
Psychotria grandiflora
Psychotria grandis
Psychotria granvillei
Psychotria greenwelliae
Psychotria guapilensis
Psychotria guerkeana
Psychotria gyrulosa
Psychotria hainanensis
Psychotria hathewayi
Psychotria hawaiiensis
Psychotria hazenii
Psychotria herzogii
Psychotria heterosticta
Psychotria hexandra
Psychotria hispidula
Psychotria hivaoana
Psychotria hobdyi
Psychotria hoffmannseggiana
Psychotria holtzii
Psychotria homalosperma
Psychotria hombroniana
Psychotria horizontalis
Psychotria humilis
Psychotria incompta
Psychotria ingentifolia
Psychotria insueta
Psychotria insularis
Psychotria insularum
Psychotria iringensis
Psychotria iteophylla
Psychotria ivorensis
Psychotria jefensis
Psychotria jimenezii
Psychotria jinotegensis
Psychotria kaduana
Psychotria kappleri
Psychotria kikwitensis
Psychotria kimuenzae
Psychotria kirkii
Psychotria konguensis
Psychotria lamarinensis
Psychotria laselvensis
Psychotria lepiniana
Psychotria leptophylla
Psychotria leptothyrsa
Psychotria leratii
Psychotria letouzeyi
Psychotria leucopoda
Psychotria liesneri
Psychotria ligularis
Psychotria ligustrifolia
Psychotria limonensis
Psychotria linearisepala
Psychotria lokohensis
Psychotria longipes
Psychotria loniceroides
Psychotria lorenciana
Psychotria lorentzii
Psychotria lucens
Psychotria lucentifolia
Psychotria lundellii
Psychotria luxurians
Psychotria luzoniensis
Psychotria lyciiflora
Psychotria macroglossa
Psychotria macrophylla
Psychotria mahonii
Psychotria maingayi
Psychotria manillensis
Psychotria mannii
Psychotria mapourioides
Psychotria marginata
Psychotria mariana
Psychotria mariniana
Psychotria mauiensis
Psychotria mazaruniensis
Psychotria medusula
Psychotria megistophylla
Psychotria membranacea
Psychotria mexiae
Psychotria micralabastra
Psychotria micrantha
Psychotria microbotrys
Psychotria micrococca
Psychotria microdon
Psychotria microglossa
Psychotria milnei
Psychotria miombicola
Psychotria mirandae
Psychotria molinae
Psychotria monanthos
Psychotria montana
Psychotria monteverdensis
Psychotria mucronata
Psychotria muscosa
Psychotria nacdado
Psychotria nairobiensis
Psychotria neillii
Psychotria nervosa
Psychotria nigropunctata
Psychotria nubiphila
Psychotria nummularioides
Psychotria nutans
Psychotria obovata
Psychotria officinalis
Psychotria oleoides
Psychotria olgae
Psychotria orophila
Psychotria orosiana
Psychotria orosioides
Psychotria pacorensis
Psychotria panamensis
Psychotria pandurata
Psychotria papantlensis
Psychotria parkeri
Psychotria parvifolia
Psychotria parvula
Psychotria peduncularis
Psychotria peteri
Psychotria petiginosa
Psychotria philacra
Psychotria pichisensis
Psychotria pickeringii
Psychotria pilosa
Psychotria pittieri
Psychotria plantaginoidea
Psychotria platypoda
Psychotria poeppigiana
Psychotria poissoniana
Psychotria poliostemma
Psychotria pritchardii
Psychotria pseudinundata
Psychotria psychotriifolia
Psychotria psychotrioides
Psychotria pubescens
Psychotria pumila
Psychotria punctata
Psychotria quinqueradiata
Psychotria racemosa
Psychotria raivavaensis
Psychotria ramonensis
Psychotria ramuensis
Psychotria recordiana
Psychotria recurva
Psychotria remota
Psychotria revoluta
Psychotria rhizomatosa
Psychotria rhombocarpa
Psychotria rosulatifolia
Psychotria rubra
Psychotria rubripilis
Psychotria rubristipulata
Psychotria rufipes
Psychotria rupicola
Psychotria saltatrix
Psychotria samoana
Psychotria sarapiquensis
Psychotria sarmentosa
Psychotria schlechteriana
Psychotria schliebenii
Psychotria schweinfurthii
Psychotria serfipiles
Psychotria serpens
Psychotria siamica
Psychotria simmondsiana
Psychotria sixaolensis
Psychotria solfiana
Psychotria solitudinum
Psychotria spithamea
Psychotria stachyoides
Psychotria stenostachya
Psychotria steyermarkii
Psychotria straminea
Psychotria submontana
Psychotria subobliqua
Psychotria subpunctata
Psychotria succulenta
Psychotria suerrensis
Psychotria sylvivaga
Psychotria tahitiensis
Psychotria tarambassica
Psychotria temehaniensis
Psychotria tenuifolia
Psychotria tenuinervis
Psychotria tenuissima
Psychotria tephrosantha
Psychotria torresiana
Psychotria trichocalyx
Psychotria trichophoroides
Psychotria trichotoma
Psychotria trisulcata
Psychotria turbinata
Psychotria turrubarensis
Psychotria umbellifera
Psychotria undata
Psychotria unicarinata
Psychotria urceolata
Psychotria valerioana
Psychotria variegata
Psychotria verschuerenii
Psychotria viridis
Psychotria vogeliana
Psychotria volkensii
Psychotria wagapensis
Psychotria walikalensis
Psychotria wawrae
Psychotria zombamontana
Psydrax cymigera
Psydrax dicoccos
Psydrax faulknerae
Psydrax fragrantissima
Psydrax kraussioides
Psydrax laxiflorens
Psydrax livida
Psydrax locuples
Psydrax micans
Psydrax nitida
Psydrax obovata
Psydrax odorata
Psydrax paradoxa
Psydrax parviflora
Psydrax schimperiana
Psyllocarpus asparagoides
Psyllocarpus laricoides
Pteralyxia kauaiensis
Pterogaillonia calycoptera
Pterygocalyx volubilis
Purdieanthus pulcher
Pycnosphaera buchananii
Pygmaeothamnus chamaedendrum
Pygmaeothamnus zeyheri
Pyrostria andilanensis
Pyrostria anjouanensis
Pyrostria ankazobeensis
Pyrostria bibracteata
Pyrostria commersonii
Pyrostria hystrix
Pyrostria ixorifolia
Pyrostria longiflora
Pyrostria major
Pyrostria media
Pyrostria oleifolia
Pyrostria orbicularis
Pyrostria pendula
Pyrostria phyllanthoidea
Pyrostria richardiae
Pyrostria sarodranensis
Pyrostria serpentina
Pyrostria viburnoides
Quaqua incarnata
Quaqua inversa
Quaqua linearis
Quaqua mammillaris
Quaqua ramosa
Ramosmania rodriguesii
Randia aculeata
Randia altiscandens
Randia aristeguietae
Randia armata
Randia boliviana
Randia brenesii
Randia calycina
Randia capitata
Randia carlosiana
Randia chiapensis
Randia ciliolata
Randia cookii
Randia decemcostata
Randia dryadum
Randia fitzalani
Randia grandifolia
Randia guerrerensis
Randia hebecarpa
Randia induta
Randia laetevirens
Randia laevigata
Randia longifolia
Randia loniceroides
Randia malacocarpa
Randia micracantha
Randia mira
Randia monantha
Randia moorei
Randia nelsonii
Randia nitida
Randia oblanceolata
Randia obovata
Randia petenensis
Randia pittieri
Randia pringlei
Randia pubistyla
Randia ruiziana
Randia schumanniana
Randia sonorensis
Randia spinifex
Randia tessmannii
Randia tetracantha
Randia thurberi
Randia truncata
Randia tuberculosa
Randia wigginsii
Raphionacme angolensis
Raphionacme dyeri
Raphionacme elata
Raphionacme flanaganii
Raphionacme galpinii
Raphionacme grandiflora
Raphionacme hirsuta
Raphionacme lobulata
Raphionacme madiensis
Raphionacme monteiroae
Raphionacme welwitschii
Raphistemma pulchellum
Raritebe palicoureoides
Rauvolfia andina
Rauvolfia aphlebia
Rauvolfia bahiensis
Rauvolfia balansae
Rauvolfia beddomei
Rauvolfia biauriculata
Rauvolfia caffra
Rauvolfia cambodiana
Rauvolfia capixabae
Rauvolfia capuroni
Rauvolfia densiflora
Rauvolfia gracilis
Rauvolfia grandiflora
Rauvolfia leptophylla
Rauvolfia letouzeyi
Rauvolfia ligustrina
Rauvolfia littoralis
Rauvolfia macrantha
Rauvolfia madurensis
Rauvolfia mannii
Rauvolfia mattfeldiana
Rauvolfia media
Rauvolfia micrantha
Rauvolfia mollis
Rauvolfia mombasiana
Rauvolfia nana
Rauvolfia nitida
Rauvolfia obtusiflora
Rauvolfia paraensis
Rauvolfia polyphylla
Rauvolfia praecox
Rauvolfia purpurascens
Rauvolfia sandwicensis
Rauvolfia sellowii
Rauvolfia semperflorens
Rauvolfia serpentina
Rauvolfia sessilifolia
Rauvolfia spectabilis
Rauvolfia sprucei
Rauvolfia sumatrana
Rauvolfia tetraphylla
Rauvolfia verticillata
Rauvolfia viridis
Rauvolfia volkensii
Rauvolfia vomitoria
Rauvolfia weddelliana
Rauvolfia yunnanensis
Razafimandimbisonia humblotii
Razafimandimbisonia minor
Razafimandimbisonia sambiranensis
Readea membranacea
Relbunium hypocarpium
Remijia chelomaphylla
Remijia ferruginea
Remijia macronemia
Remijia pacimonica
Remijia pedunculata
Remijia ulei
Rennellia elliptica
Retiniphyllum concolor
Retiniphyllum laxiflorum
Retiniphyllum maguirei
Retiniphyllum pilosum
Retiniphyllum rhabdocalyx
Retiniphyllum schomburgkii
Retiniphyllum secundiflorum
Rhabdadenia biflora
Rhabdadenia macrostoma
Rhabdadenia pohlii
Rhachicallis americana
Rhazya stricta
Rhigospira quadrangularis
Rhodocalyx rotundifolius
Rhodopentas bussei
Rhodopentas parvifolia
Rhopalobrachium fragrans
Rhyncharrhena linearis
Rhyssolobium dumosum
Rhytidocaulon ciliatum
Rhytidocaulon fulleri
Rhytidocaulon macrolobum
Richardia brasiliensis
Richardia pilosa
Richardia scabra
Richardia stellaris
Richtersveldia columnaris
Riocreuxia burchelli
Riocreuxia flanaganii
Riocreuxia torulosa
Robbrechtia grandifolia
Robynsia glabrata
Rogiera cordata
Rogiera gratissima
Rogiera langlassei
Rogiera nicaraguensis
Rogiera strigosa
Rogiera suffrutescens
Roigella correifolia
Ronabea emetica
Ronabea latifolia
Rondeletia alaternoides
Rondeletia amoena
Rondeletia apiculata
Rondeletia barahonensis
Rondeletia berteroana
Rondeletia bicolor
Rondeletia chamaebuxifolia
Rondeletia cincta
Rondeletia cymosa
Rondeletia deamii
Rondeletia hameliifolia
Rondeletia inermis
Rondeletia intermixta
Rondeletia lomensis
Rondeletia miraflorensis
Rondeletia nipensis
Rondeletia ochracea
Rondeletia odorata
Rondeletia pachyphylla
Rondeletia pilosa
Rondeletia pitreana
Rondeletia plicatula
Rondeletia portoricensis
Rondeletia purdiei
Rondeletia stipularis
Rondeletia subcanescens
Rosenbergiodendron densiflorum
Rosenbergiodendron formosum
Rothmannia annae
Rothmannia capensis
Rothmannia fischeri
Rothmannia globosa
Rothmannia hispida
Rothmannia longiflora
Rothmannia manganjae
Rothmannia talbotii
Rovaeanthus strigosus
Rovaeanthus suffrutescens
Rubia agostinhoi
Rubia cordifolia
Rubia florida
Rubia fruticosa
Rubia horrida
Rubia membranacea
Rubia oncotricha
Rubia peregrina
Rubia tinctorum
Rubiaceae environmental
Rubovietnamia nonggangensis
Rudgea bremekampiana
Rudgea hostmanniana
Rudgea lorentensis
Rudgea palicoureoides
Rudgea raveniana
Rudgea recurva
Rudgea sessiliflora
Rudgea skutchii
Rudgea stipulacea
Rustia alba
Rustia bilsana
Rustia formosa
Rustia occidentalis
Rustia rubra
Rustia splendens
Rustia thibaudioides
Rustia viridiflora
Rutidea orientalis
Rutidea schlechteri
Rytigynia adenodonta
Rytigynia bagshawei
Rytigynia beniensis
Rytigynia celastroides
Rytigynia decussata
Rytigynia eickii
Rytigynia fuscosetulosa
Rytigynia hirsutiflora
Rytigynia humbertii
Rytigynia induta
Rytigynia lichenoxenos
Rytigynia longicaudata
Rytigynia longipedicellata
Rytigynia membranacea
Rytigynia monantha
Rytigynia neglecta
Rytigynia parvifolia
Rytigynia pseudolongicaudata
Rytigynia rubra
Rytigynia sambavensis
Rytigynia senegalensis
Rytigynia seyrigii
Rytigynia uhligii
Rytigynia umbellulata
Rytigynia xanthotricha
Saba comorensis
Sabatia angularis
Sabatia campestris
Sabatia dodecandra
Sabatia gentianoides
Sabatia kennedyana
Sabatia stellaris
Sabicea amazonensis
Sabicea angolensis
Sabicea arborea
Sabicea aspera
Sabicea brevipes
Sabicea calycina
Sabicea caminata
Sabicea cana
Sabicea capitellata
Sabicea ceylanica
Sabicea chocoana
Sabicea cinerea
Sabicea congensis
Sabicea dewevrei
Sabicea dinklagei
Sabicea discolor
Sabicea diversifolia
Sabicea efulenensis
Sabicea exellii
Sabicea ferruginea
Sabicea fulva
Sabicea gigantostipula
Sabicea gilletii
Sabicea glabrescens
Sabicea harleyae
Sabicea hierniana
Sabicea humilis
Sabicea ingrata
Sabicea johnstonii
Sabicea mattogrossensis
Sabicea medusula
Sabicea mexicana
Sabicea mildbraedii
Sabicea mollis
Sabicea najatrix
Sabicea nobilis
Sabicea orientalis
Sabicea panamensis
Sabicea pyramidalis
Sabicea rosea
Sabicea seua
Sabicea speciosa
Sabicea thomensis
Sabicea thyrsiflora
Sabicea velutina
Sabicea venezuelensis
Sabicea venosa
Sabicea villosa
Sabicea vogelii
Sabicea xanthotricha
Saccifolium bandeirae
Sacleuxia newii
Sacosperma paniculatum
Saldinia acuminata
Saldinia aegialodes
Saldinia axillaris
Saldinia boiviniana
Saldinia littoralis
Saldinia longistipulata
Saldinia myrtilloides
Saldinia pallida
Saldinia subacuminata
Salpinctes kalmiifolius
Salzmannia nitida
Saprosma crassipes
Saprosma foetens
Saprosma fruticosa
Saprosma ternata
Sarcocephalus coadunatus
Sarcocephalus latifolius
Sarcocephalus pobeguinii
Sarcolobus retusus
Sarcopygme pacifica
Sarcostemma forskalianum
Sarcostemma intermedium
Sarcostemma pearsonii
Schenckia blumenaviensis
Schenkia australis
Schenkia clementii
Schenkia spicata
Schinziella tetragona
Schismatoclada bracteata
Schismatoclada concinna
Schismatoclada farahimpensis
Schismatoclada humbertiana
Schismatoclada marojejyensis
Schismatoclada psychotrioides
Schistogyne pentaseta
Schistogyne sylvestris
Schizacme archeri
Schizocolea linderi
Schizoglossum alpestre
Schizoglossum atropurpureum
Schizoglossum cordifolium
Schizoglossum eustegioides
Schizoglossum filiforme
Schizomussaenda dehiscens
Schizomussaenda henryi
Schizostephanus alatus
Schizostephanus gossweileri
Schizostigma hirsutum
Schizozygia coffaeoides
Schlechterella abyssinica
Schmidtottia sessilifolia
Schmidtottia uliginosa
Schradera subandina
Schubertia grandiflora
Schultesia crenuliflora
Schultesia guianensis
Schultesia lisianthoides
Schumanniophyton magnificum
Scolosanthus acanthodes
Scolosanthus lucidus
Scolosanthus triacanthus
Scyphiphora hydrophyllacea
Scyphochlamys revoluta
Sebaea albens
Sebaea albidiflora
Sebaea ambigua
Sebaea aurea
Sebaea bojeri
Sebaea brachyphylla
Sebaea exacoides
Sebaea filiformis
Sebaea grisebachiana
Sebaea junodii
Sebaea leiostyla
Sebaea longicaulis
Sebaea marlothii
Sebaea membranacea
Sebaea microphylla
Sebaea minutiflora
Sebaea natalensis
Sebaea ovata
Sebaea procumbens
Sebaea rehmannii
Sebaea repens
Sebaea scabra
Sebaea schlechteri
Sebaea sedoides
Sebaea spathulata
Sebaea sulphurea
Sebaea thodeana
Sebaea thomasii
Secamone afzelii
Secamone alpini
Secamone alpinii
Secamone bosseri
Secamone buxifolia
Secamone castanea
Secamone cloiselii
Secamone cristata
Secamone ecoronata
Secamone elliottii
Secamone elliptica
Secamone emetica
Secamone falcata
Secamone filiformis
Secamone geayi
Secamone glaberrima
Secamone grandiflora
Secamone humbertii
Secamone ligustrifolia
Secamone minutifolia
Secamone oleifolia
Secamone parvifolia
Secamone sparsiflora
Secamone tenuifolia
Secamone uncinata
Secamone urceolata
Secamone volubilis
Secamonopsis madagascariensis
Secamonopsis microphylla
Secondatia densiflora
Semaphyllanthe megistocaula
Sericanthe andongensis
Sericanthe auriculata
Sericanthe jacfelicis
Sericanthe odoratissima
Sericanthe petitii
Serissa japonica
Seshagiria sahyadrica
Sherardia arvensis
Siemensia pendula
Simira cordifolia
Simira corumbensis
Simira glaziovii
Simira lancifolia
Simira maxonii
Simira rubescens
Simira sampaioana
Simira tinctoria
Simira viridiflora
Sindechites chinensis
Sindechites henryi
Sinoadina racemosa
Sipanea acinifolia
Sipanea biflora
Sipanea galioides
Sipanea glomerata
Sipanea hispida
Sipanea pratensis
Sipanea stahelii
Sipanea veris
Sipanea wilson-brownei
Sipaneopsis rupicola
Sisyranthus compactus
Sisyranthus trichostomus
Sisyranthus virgatus
Skytanthus acutus
Socotrella dolichocnema
Solenandra ixoroides
Solenandra mexicana
Solenandra parviflora
Solenandra selleana
Solenostemma argel
Sommera arborescens
Sommera donnell-smithii
Sommera grandis
Sommera sabiceoides
Spermacoce brachystemonoides
Spermacoce capitata
Spermacoce confusa
Spermacoce erosa
Spermacoce filituba
Spermacoce flagelliformis
Spermacoce hispida
Spermacoce ocymifolia
Spermacoce princeae
Spermacoce prostrata
Spermacoce remota
Spermacoce ruelliae
Spermacoce tenuior
Spermadictyon suaveolens
Sphinctanthus microphyllus
Sphinctanthus striiflorus
Spigelia anthelmia
Spigelia coelostylioides
Spigelia gentianoides
Spigelia genuflexa
Spigelia hamelioides
Spigelia hedyotidea
Spigelia humboldtiana
Spigelia linarioides
Spigelia loganioides
Spigelia marilandica
Spigelia paraguariensis
Spigelia scabrella
Spigelia speciosa
Spigelia splendens
Spigelia texana
Spiradiclis bifida
Spirolobium cambodianum
Spongiosperma macrophyllum
Squamellaria imberbis
Stachyarrhena acuminata
Stachyarrhena harleyi
Staelia thymoides
Stapelia gigantea
Stapelia glanduliflora
Stapelia hirsuta
Stapelia leendertziae
Stapelia peglerae
Stapelia rufa
Stapelia schinzii
Stapelianthus arenarius
Stapelianthus decaryi
Stapelianthus insignis
Stapelianthus keraudreniae
Stapelianthus madagascariensis
Stapelianthus montagnacii
Stapelianthus pilosus
Stapeliopsis breviloba
Stapeliopsis exasperata
Stapeliopsis khamiesbergsis
Stapeliopsis neronis
Stapeliopsis pillansii
Stapeliopsis saxatilis
Stapeliopsis stayneri
Stapeliopsis urniflora
Stathmostelma diversifolium
Stathmostelma gigantiflorum
Stathmostelma pauciflorum
Stathmostelma verdickii
Steenisia pleurocarpa
Stelechantha arcuata
Stelechantha cauliflora
Stelechantha makakana
Stelechantha ziamaeana
Stemmadenia alfaroi
Stemmadenia donnell-smithii
Stemmadenia grandiflora
Stemmadenia litoralis
Stemmadenia macrophylla
Stemmadenia obovata
Stemmadenia simulans
Stenaria butterwickiae
Stenaria nigricans
Stenosepala hirsuta
Stenostelma corniculatum
Stenostomum acutatum
Stenostomum lucidum
Stenostomum myrtifolium
Stephanostema stenocarpum
Stephanotis floribunda
Stephanotis grandiflora
Stevensia buxifolia
Stevensia minutifolia
Stilpnophyllum grandifolium
Stilpnophyllum oellgaardii
Stipecoma peltigera
Stipularia africana
Stipularia elliptica
Stomatostemma monteiroae
Stomatostemma pendulina
Straussia psychotrioides
Streblosa myriocarpa
Strempeliopsis strempelioides
Streptocaulon juventas
Streptocaulon kleinii
Strophanthus boivinii
Strophanthus caudatus
Strophanthus divaricatus
Strophanthus eminii
Strophanthus gratus
Strophanthus kombe
Strophanthus petersianus
Strophanthus preussii
Strophanthus speciosus
Strumpfia maritima
Strychnos aculeata
Strychnos afzelii
Strychnos angolensis
Strychnos angustiflora
Strychnos arborea
Strychnos asterantha
Strychnos atlantica
Strychnos axillaris
Strychnos barteri
Strychnos boonei
Strychnos borneensis
Strychnos brachistantha
Strychnos brasiliensis
Strychnos campicola
Strychnos camptoneura
Strychnos chlorantha
Strychnos chrysophylla
Strychnos cocculoides
Strychnos cogens
Strychnos colombiensis
Strychnos congolana
Strychnos cuminodora
Strychnos cuniculina
Strychnos dale
Strychnos darienensis
Strychnos decussata
Strychnos dinklagei
Strychnos diplotricha
Strychnos ecuadoriensis
Strychnos elaeocarpa
Strychnos erichsonii
Strychnos eugeniifolia
Strychnos fallax
Strychnos fendleri
Strychnos floribunda
Strychnos gerrardii
Strychnos guianensis
Strychnos henningsii
Strychnos hirsuta
Strychnos icaja
Strychnos ignatii
Strychnos innocua
Strychnos jobertiana
Strychnos johnsonii
Strychnos lanata
Strychnos lucens
Strychnos lucida
Strychnos madagascariensis
Strychnos malacoclados
Strychnos malchairii
Strychnos matopensis
Strychnos mattogrossensis
Strychnos medeola
Strychnos melinoniana
Strychnos mellodora
Strychnos memecyloides
Strychnos millepunctata
Strychnos minor
Strychnos mitis
Strychnos mitscherlichii
Strychnos mostueoides
Strychnos myrtoides
Strychnos ngouniensis
Strychnos nicaraguensis
Strychnos nigricans
Strychnos nux-blanda
Strychnos nux-vomica
Strychnos oiapocensis
Strychnos panamensis
Strychnos panganensis
Strychnos panurensis
Strychnos parvifolia
Strychnos peckii
Strychnos pentantha
Strychnos phaeotricha
Strychnos poeppigii
Strychnos polytrichantha
Strychnos potatorum
Strychnos pseudoquina
Strychnos psilosperma
Strychnos pungens
Strychnos ramentifera
Strychnos rondeletioides
Strychnos rubiginosa
Strychnos samba
Strychnos scheffleri
Strychnos schultesiana
Strychnos schunkei
Strychnos solimoesana
Strychnos soubrensis
Strychnos spinosa
Strychnos splendens
Strychnos staudtii
Strychnos tabascana
Strychnos talbotiae
Strychnos ternata
Strychnos tomentosa
Strychnos toxifera
Strychnos tricalysioides
Strychnos trichocalyx
Strychnos tseasnum
Strychnos umbellata
Strychnos usambarensis
Strychnos villosa
Strychnos vitiensis
Strychnos wallichiana
Strychnos xantha
Strychnos xinguensis
Suberanthus brachycarpus
Suberanthus neriifolius
Suberanthus stellatus
Sukunia longipes
Swertia abyssinica
Swertia adolfi-friderici
Swertia angustifolia
Swertia bifolia
Swertia bimaculata
Swertia binchuanensis
Swertia calycina
Swertia chinensis
Swertia chirayita
Swertia ciliata
Swertia cincta
Swertia cordata
Swertia crassiuscula
Swertia cuneata
Swertia decora
Swertia delavayi
Swertia dichotoma
Swertia dilatata
Swertia elata
Swertia engleri
Swertia erythrosticta
Swertia franchetiana
Swertia gyacaensis
Swertia hispidicalyx
Swertia japonica
Swertia kilimandscharica
Swertia kingii
Swertia lactea
Swertia leducii
Swertia luquanensis
Swertia lurida
Swertia macrosperma
Swertia marginata
Swertia multicaulis
Swertia mussotii
Swertia nervosa
Swertia obtusa
Swertia paniculata
Swertia patens
Swertia pedicellata
Swertia perennis
Swertia petiolata
Swertia phragmitiphylla
Swertia pianmaensis
Swertia przewalskii
Swertia pseudochinensis
Swertia pubescens
Swertia punicea
Swertia racemosa
Swertia rosularis
Swertia rosulata
Swertia schugnanica
Swertia souliei
Swertia tashiroi
